"no","url","id","Locality_Name","Postal_code","Type_of_property","Subtype_of_property","Price","Type_of_sale","Number_of_rooms","Living_Area","Equipped_kitchen","Furnished","Open_fire","Terrace_YN","TerraceSurface","Garden_YN","Garden_area","Surface_of_good","Number_of_facades","Swimming_pool_YN","State_of_building","ipiNo","customer_type","regionCode","region","province","location_type"
"27/9","https://www.immoweb.be/en/classified/duplex/for-sale/asse/1730/10866342","10866342","Asse","1730","APARTMENT","DUPLEX","339000","FOR_SALE","2","101","","None","False","True","30","","","","2","","AS_NEW","500.390","AGENCY","FLANDERS","Flanders","Flemish Brabant",""
"27/10","https://www.immoweb.be/en/classified/ground-floor/for-sale/asse/1730/10866341","10866341","Asse","1730","APARTMENT","GROUND_FLOOR","349000","FOR_SALE","2","97","","None","False","True","15","True","76","","2","","AS_NEW","500.390","AGENCY","FLANDERS","Flanders","Flemish Brabant",""
"27/11","https://www.immoweb.be/en/classified/duplex/for-sale/asse/1730/10866343","10866343","Asse","1730","APARTMENT","DUPLEX","359000","FOR_SALE","2","102","","False","False","True","34","","","","2","","AS_NEW","500.390","AGENCY","FLANDERS","Flanders","Flemish Brabant",""
"27/12","https://www.immoweb.be/en/classified/duplex/for-sale/asse/1730/10866344","10866344","Asse","1730","APARTMENT","DUPLEX","359000","FOR_SALE","2","108","","None","False","True","34","","","","2","","AS_NEW","500.390","AGENCY","FLANDERS","Flanders","Flemish Brabant",""
"27/13","https://www.immoweb.be/en/classified/duplex/for-sale/asse/1730/10866345","10866345","Asse","1730","APARTMENT","DUPLEX","359000","FOR_SALE","2","108","","False","False","True","34","","","","2","","AS_NEW","500.390","AGENCY","FLANDERS","Flanders","Flemish Brabant",""
"27/14","https://www.immoweb.be/en/classified/duplex/for-sale/asse/1730/10866348","10866348","Asse","1730","APARTMENT","DUPLEX","379000","FOR_SALE","2","110","","None","False","True","53","","","","2","","AS_NEW","500.390","AGENCY","FLANDERS","Flanders","Flemish Brabant",""
"28/1","https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10868471","10868471","Gent","9000","APARTMENT","APARTMENT","292906","FOR_SALE","1","76","","None","False","True","25","","","","","False","","505.931","AGENCY","FLANDERS","Flanders","East Flanders",""
"28/2","https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10868468","10868468","Gent","9000","APARTMENT","APARTMENT","294800","FOR_SALE","1","76","","None","False","True","25","","","","","False","","505.931","AGENCY","FLANDERS","Flanders","East Flanders",""
"28/3","https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10868490","10868490","Gent","9000","APARTMENT","APARTMENT","296800","FOR_SALE","1","76","","None","False","True","25","","","","","False","","505.931","AGENCY","FLANDERS","Flanders","East Flanders",""
"28/4","https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10868485","10868485","Zwijnaarde","9052","APARTMENT","APARTMENT","414000","FOR_SALE","2","103","","None","False","True","31","True","","","","False","","505.931","AGENCY","FLANDERS","Flanders","East Flanders",""
"28/5","https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10868488","10868488","Gent","9000","APARTMENT","APARTMENT","420000","FOR_SALE","2","103","","None","False","True","31","True","","","","False","","505.931","AGENCY","FLANDERS","Flanders","East Flanders",""
"44/1","https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/10870952","10870952","Kortrijk","8500","APARTMENT","APARTMENT","245000","FOR_SALE","1","64","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","West Flanders",""
"44/2","https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/10870951","10870951","Kortrijk","8500","APARTMENT","APARTMENT","250000","FOR_SALE","1","63","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","West Flanders",""
"44/3","https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/10870953","10870953","Kortrijk","8500","APARTMENT","APARTMENT","255000","FOR_SALE","1","64","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","West Flanders",""
"44/4","https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/10870950","10870950","Kortrijk","8500","APARTMENT","APARTMENT","345000","FOR_SALE","1","89","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","West Flanders",""
"45/1","https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/10870946","10870946","Roeselare","8800","APARTMENT","APARTMENT","305000","FOR_SALE","2","96","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","West Flanders",""
"45/2","https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/10870947","10870947","Roeselare","8800","APARTMENT","APARTMENT","330000","FOR_SALE","2","101","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","West Flanders",""
"45/3","https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/10870948","10870948","Roeselare","8800","APARTMENT","APARTMENT","540000","FOR_SALE","3","173","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","West Flanders",""
"46/1","https://www.immoweb.be/en/classified/apartment/for-sale/dour/7370/10870942","10870942","Dour","7370","APARTMENT","APARTMENT","284000","FOR_SALE","3","137","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","WALLONIE","Wallonie","Hainaut",""
"46/2","https://www.immoweb.be/en/classified/apartment/for-sale/dour/7370/10870944","10870944","Dour","7370","APARTMENT","APARTMENT","286000","FOR_SALE","3","137","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","WALLONIE","Wallonie","Hainaut",""
"46/3","https://www.immoweb.be/en/classified/apartment/for-sale/dour/7370/10870943","10870943","Dour","7370","APARTMENT","APARTMENT","296500","FOR_SALE","3","137","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","WALLONIE","Wallonie","Hainaut",""
"46/4","https://www.immoweb.be/en/classified/apartment/for-sale/dour/7370/10870945","10870945","Dour","7370","APARTMENT","APARTMENT","319000","FOR_SALE","3","138","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","WALLONIE","Wallonie","Hainaut",""
"47/1","https://www.immoweb.be/en/classified/apartment/for-sale/waregem/8790/10870941","10870941","Waregem","8790","APARTMENT","APARTMENT","310000","FOR_SALE","2","100","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","West Flanders",""
"47/2","https://www.immoweb.be/en/classified/apartment/for-sale/waregem/8790/10870940","10870940","Waregem","8790","APARTMENT","APARTMENT","365000","FOR_SALE","3","123","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","West Flanders",""
"48/1","https://www.immoweb.be/en/classified/apartment/for-sale/sint-niklaas/9100/10870938","10870938","Sint-Niklaas","9100","APARTMENT","APARTMENT","310000","FOR_SALE","2","","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","East Flanders",""
"48/2","https://www.immoweb.be/en/classified/apartment/for-sale/sint-niklaas/9100/10870937","10870937","Sint-Niklaas","9100","APARTMENT","APARTMENT","385000","FOR_SALE","3","","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","East Flanders",""
"50/1","https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/10870929","10870929","Roeselare","8800","APARTMENT","APARTMENT","240000","FOR_SALE","1","","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","West Flanders",""
"50/2","https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/10870928","10870928","Roeselare","8800","APARTMENT","APARTMENT","395000","FOR_SALE","3","","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","West Flanders",""
"50/3","https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/10870927","10870927","Roeselare","8800","APARTMENT","APARTMENT","535000","FOR_SALE","3","","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","West Flanders",""
"51/1","https://www.immoweb.be/en/classified/apartment/for-sale/waregem/8790/10870921","10870921","Waregem","8790","APARTMENT","APARTMENT","325000","FOR_SALE","3","101","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","West Flanders",""
"51/2","https://www.immoweb.be/en/classified/apartment/for-sale/waregem/8790/10870920","10870920","Waregem","8790","APARTMENT","APARTMENT","350000","FOR_SALE","3","101","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","West Flanders",""
"52/1","https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10870919","10870919","Gent","9000","HOUSE","HOUSE","499000","FOR_SALE","4","181","","None","False","None","","","","","2","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","East Flanders",""
"53/1","https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/10870912","10870912","Kortrijk","8500","HOUSE","HOUSE","385000","FOR_SALE","3","109","","None","False","None","","","","","3","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","West Flanders",""
"53/2","https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/10870911","10870911","Kortrijk","8500","HOUSE","HOUSE","390000","FOR_SALE","3","107","","None","False","None","","","","","3","","","","PROPERTY_DEVELOPER","FLANDERS","Flanders","West Flanders",""
